first,second
Мастер Минору,Тони
Мастер Минору,Нэтансон
Мастер Минору,Роско
Мастер Минору,Лютер Бэнкс
Мастер Минору,Джейн Томпсон
Мастер Минору,Стик
Мастер Минору,Сакас
Мастер Минору,Майлс Ван Эрт
Мастер Минору,Минн-Эрва
Мастер Минору,Касиус
Мастер Минору,Антон Ванко
Мастер Минору,Уилл Симпсон
Хамир,Зимний солдат
Хамир,Джемма Симмонс
Хамир,Гиера
Хамир,Ванда Максимофф
Хамир,Йен Куинн
Хамир,Натаниэль Малик
Хамир,Рейна
Хамир,Бен Урих
Хамир,Колдуэлл
Хамир,Ник Фьюри
Хамир,Вернон Мастерс
Хамир,Митчелл Карсон
Хамир,Виктория Хэнд
Хамир,Джексон
Хамир,Наташа Романофф
Хамир,Джек Роллинс
Хамир,Вольфганг фон Штрукер
Хамир,Арним Зола
Хамир,Хаули
Хамир,Йен
Хамир,Нэтансон
Хамир,Мус
Хамир,Рик Мэйсон
Хамир,Аито
Хамир,Вандо
Хамир,Фил Колсон
Хамир,Обло
Хамир,Остин
Хамир,Кецилий
Хамир,Палсус
Хамир,Майлс Ван Эрт
Хамир,Хек-Сел
Хамир,Доктор Кри
Хамир,Квентин Бек
Хамир,Гутс Гутерман
Хамир,Лесли Хансен
Романн Дэй,Джим Пратт
Романн Дэй,Агент 33
Романн Дэй,Джаспер Ситуэлл
Романн Дэй,Руби Хейл
Романн Дэй,Ванда Максимофф
Романн Дэй,Йен Куинн
Романн Дэй,Уильям Роулинс
Романн Дэй,Виктория Хэнд
Романн Дэй,Даллас Уайатт
Романн Дэй,Джек Роллинс
Романн Дэй,Уитчер
Романн Дэй,Аито
Романн Дэй,Кинг
Романн Дэй,Гарольд Мичам
Романн Дэй,Кецилий
Романн Дэй,Люциан
Романн Дэй,Сакас
Романн Дэй,Кэрол Денверс/Верс/Капитан Марвел
Романн Дэй,Антон Ванко
Романн Дэй,Розалинд Прайс
Романн Дэй,Натали Рашман
Гартан Саал,Спенсер Дженджер
Гартан Саал,Иссак Лэнг
Гартан Саал,Зимний солдат
Гартан Саал,Майкл Питерсон
Гартан Саал,Пински
Гартан Саал,Корбин
Гартан Саал,Колдуэлл
Гартан Саал,Т. Митчелл
Гартан Саал,Ник Фьюри
Гартан Саал,Уильям Роулинс
Гартан Саал,Дэвис
Гартан Саал,Безымянный советник 2
Гартан Саал,Линкольн Кэмпбелл
Гартан Саал,Мус
Гартан Саал,Коллин Винг
Гартан Саал,Вретч
Гартан Саал,Скроут
Гартан Саал,Стик
Гартан Саал,Сол Рама
Гартан Саал,Мэтт Мёрдок
Гартан Саал,Фогги Нельсон
Гартан Саал,Карл Мордо
Гартан Саал,Сакас
Гартан Саал,Сорен
Гартан Саал,Мастон-Дар
Гартан Саал,Антон Ванко
Гартан Саал,Виктория Сноу
Гартан Саал,Натали Рашман
Гартан Саал,Джек
Флора,Майк Вашилл
Флора,Спенсер Дженджер
Флора,Джаспер Ситуэлл
Флора,Стефани Малик
Флора,Гленн Талбот
Флора,Эдисон По
Флора,Стив Роджерс
Флора,Эндри Генри
Флора,Колдуэлл
Флора,Уильям Роулинс
Флора,Говард Старк
Флора,Джанет ван Дайн
Флора,Клинт Бартон
Флора,Альфа
Флора,Даллас Уайатт
Флора,Брок Рамлоу
Флора,В'Каби
Флора,Скроут
Флора,Туллк
Флора,Сол Рама
Флора,Фогги Нельсон
Флора,Томас Ричардс
Флора,Майлс Ван Эрт
Флора,Сорен
Флора,Дженис Линкольн
Флора,Джери Хогарт
Флора,Узман
Астраны,Стерн
Астраны,Агент 33
Астраны,Джемма Симмонс
Астраны,Василий Карпов
Астраны,Ванда Максимофф
Астраны,Акила Амадор
Астраны,Джозеф
Астраны,Колдуэлл
Астраны,Тюр
Астраны,Столтз
Астраны,Хэнк Пим
Астраны,Антуан Триплетт
Астраны,Йен
Астраны,Безымянный советник 2
Астраны,Тони
Астраны,Хаджу
Астраны,Электра
Астраны,Брубакер
Астраны,Туллк
Астраны,Кецилий
Астраны,Микро
Астраны,Локус
Астраны,Мастон-Дар
Астраны,Антон Ванко
Астраны,Квентин Бек
Астраны,Лоренс Уилкинс
Астраны,Инез Грин
Астраны,Уилл Симпсон
Скотт Лэнг,Иссак Лэнг
Скотт Лэнг,Кирк Фогель
Скотт Лэнг,Юрий Зайкин
Скотт Лэнг,Майкл Питерсон
Скотт Лэнг,Рейна
Скотт Лэнг,Кристиан Блейк
Скотт Лэнг,Оскар Клемонс
Скотт Лэнг,Джанет ван Дайн
Скотт Лэнг,Бобби Морс
Скотт Лэнг,Лев Бабиков
Скотт Лэнг,Принс
Скотт Лэнг,Дэймон Келлер
Скотт Лэнг,Дэвис
Скотт Лэнг,Рокуэлл
Скотт Лэнг,Линкольн Кэмпбелл
Скотт Лэнг,Сэм Кёниг
Скотт Лэнг,Эйва Старр
Скотт Лэнг,Фокс
Скотт Лэнг,Кинг
Скотт Лэнг,Вандо
Скотт Лэнг,Электра Начиос
Скотт Лэнг,Железный кулак
Скотт Лэнг,Хоруз
Скотт Лэнг,Вретч
Скотт Лэнг,Халф-Нат
Скотт Лэнг,Брал
Скотт Лэнг,Куинн
Скотт Лэнг,Уилл Дэниелс
Скотт Лэнг,Тэйлор
Скотт Лэнг,Кецилий
Скотт Лэнг,Дэниэл Драмм
Скотт Лэнг,Н'Джобу
Скотт Лэнг,Касиус
Скотт Лэнг,Узман
Скотт Лэнг,Натали Рашман
Луис,Джим Пратт
Луис,Карл Крил
Луис,Люсио
Луис,Оскар Клемонс
Луис,Бриджид О'Рейлли
Луис,Мария Хилл
Луис,Виктория Хэнд
Луис,Альфа
Луис,Пит Боггс
Луис,Лэнс Хантер
Луис,Нэтансон
Луис,Уитчер
Луис,Коллин Винг
Луис,Уилл Дэниелс
Луис,Сол Рама
Луис,Марси Стал
Луис,Фаулнак
Луис,Узман
Дэйв,Джим Пратт
Дэйв,Льюис Уилсон
Дэйв,Джон Гарретт
Дэйв,Юрий Зайкин
Дэйв,Джозеф
Дэйв,Рейна
Дэйв,Рэй Надим
Дэйв,Оскар
Дэйв,Принс
Дэйв,Дэвис
Дэйв,Лэнс Хантер
Дэйв,Безымянный советник 2
Дэйв,Бёрроус
Дэйв,Мус
Дэйв,Сэм Кёниг
Дэйв,Лео Фитц
Дэйв,Кинг
Дэйв,Вандо
Дэйв,Электра Начиос
Дэйв,Питер Квилл/Звёздный Лорд
Дэйв,Дэниэл Драмм
Дэйв,Микро
Дэйв,Томас Ричардс
Дэйв,Дженис Линкольн
Дэйв,Узман
Дэйв,Лесли Хансен
Курт,Джемма Симмонс
Курт,Пьетро Максимофф
Курт,Рейна
Курт,Кристиан Блейк
Курт,Оскар Клемонс
Курт,Эндри Генри
Курт,М. Скотт
Курт,Т. Митчелл
Курт,Шэрон Картер
Курт,Бенджамин Пойндекстер
Курт,Джанет ван Дайн
Курт,Даллас Уайатт
Курт,Джексон
Курт,Джоуи Гутьеррес
Курт,Безымянный советник 2
Курт,Тони
Курт,Лео Фитц
Курт,Фокс
Курт,Алекси
Курт,Вретч
Курт,Сол Рама
Курт,Мэтт Мёрдок
Курт,Карл Мордо
Курт,Мастон-Дар
Курт,Хек-Сел
Курт,Антон Ванко
Курт,Дженис Линкольн
Каллусианы,Стерн
Каллусианы,Бобби Морс
Каллусианы,Джаспер Ситуэлл
Каллусианы,Люсио
Каллусианы,Кирк Фогель
Каллусианы,Пьетро Максимофф
Каллусианы,Натаниэль Малик
Каллусианы,Корбин
Каллусианы,Тюр
Каллусианы,Пегги Картер
Каллусианы,Даллас Уайатт
Каллусианы,Гидеон Малик
Каллусианы,Хаули
Каллусианы,Билли Кёниг
Каллусианы,Коллин Винг
Каллусианы,Электра Начиос
Каллусианы,Джеф
Каллусианы,Стик
Каллусианы,Кецилий
Каллусианы,Сакас
Каллусианы,Майлс Ван Эрт
Каллусианы,Мастон-Дар
Каллусианы,Касиус
Каллусианы,Кэрол Денверс/Верс/Капитан Марвел
Каллусианы,Гутс Гутерман
Каллусианы,Розалинд Прайс
Каллусианы,Лоренс Уилкинс
Каллусианы,Натали Рашман
Каллусианы,Джек
Кри,Лист
Кри,Стефани Малик
Кри,Антон Иванов
Кри,Т. Митчелл
Кри,Ник Фьюри
Кри,Шэрон Картер
Кри,Хэнк Пим
Кри,Бобби Морс
Кри,Джексон
Кри,Лев Бабиков
Кри,Дэймон Келлер
Кри,Джоуи Гутьеррес
Кри,Хаули
Кри,Синх
Кри,Безымянный советник 2
Кри,Гарольд Мичам
Кри,Питер Квилл/Звёздный Лорд
Кри,Обло
Кри,Жак Дюшамп
Кри,Куинн
Кри,Лютер Бэнкс
Кри,Остин
Кри,Минн-Эрва
Кри,Викар
Кри,Дженис Линкольн
Кри,Узман
Реморат,Том Вид
Реморат,Майк Вашилл
Реморат,Агент 33
Реморат,Джемма Симмонс
Реморат,Акила Амадор
Реморат,Оскар Клемонс
Реморат,Пински
Реморат,Д. Андерсон
Реморат,Р. Мур
Реморат,Митчелл Карсон
Реморат,Джек Роллинс
Реморат,Принс
Реморат,Лэнс Хантер
Реморат,Кинг
Реморат,Брал
Реморат,Жак Дюшамп
Реморат,Нарблик
Реморат,Туллк
Реморат,Скай
Реморат,Марси Стал
Реморат,Сорен
Реморат,Доктор Кри
Реморат,Джери Хогарт
Реморат,Натали Рашман
Реморат,Джек
Раджаки,Джим Пратт
Раджаки,Эдисон По
Раджаки,Рейна
Раджаки,Кристиан Блейк
Раджаки,М. Скотт
Раджаки,Вернон Мастерс
Раджаки,Рэй Надим
Раджаки,Джеффри Мейс
Раджаки,Мария Хилл
Раджаки,Джексон
Раджаки,Рокуэлл
Раджаки,Линкольн Кэмпбелл
Раджаки,Бёрроус
Раджаки,Лев Бабиков
Раджаки,Мус
Раджаки,Билли Кёниг
Раджаки,Фил Колсон
Раджаки,Эйва Старр
Раджаки,Фокс
Раджаки,Джейн Томпсон
Раджаки,Брал
Раджаки,Скроут
Раджаки,Электра
Раджаки,Стар
Раджаки,Дэниэл Драмм
Раджаки,Люциан
Раджаки,Фогги Нельсон
Раджаки,Синара
Фостер,Зимний солдат
Фостер,Хайнц Крюгер
Фостер,Брок Рамлоу
Фостер,Кибо
Фостер,Стефани Малик
Фостер,Виктор Орлов
Фостер,Ванда Максимофф
Фостер,Йен Куинн
Фостер,Корбин
Фостер,М. Скотт
Фостер,Т. Митчелл
Фостер,Ник Фьюри
Фостер,Джеффри Мейс
Фостер,Дэвис
Фостер,Джоуи Гутьеррес
Фостер,Хаули
Фостер,Йен
Фостер,Синх
Фостер,Безымянный советник 3
Фостер,Лео Фитц
Фостер,Тревор Хан
Фостер,Вандо
Фостер,Питер Квилл/Звёздный Лорд
Фостер,Стар
Фостер,Уилл Дэниелс
Фостер,Тэйлор
Фостер,Скай
Фостер,Микро
Фостер,Касиус
Фостер,Хек-Сел
Фостер,Квентин Бек
Фостер,Гутс Гутерман
Фостер,Лесли Хансен
Фостер,Джек
Финес Мэйсон,Джим Пратт
Финес Мэйсон,Стерн
Финес Мэйсон,Джаспер Ситуэлл
Финес Мэйсон,Стефани Малик
Финес Мэйсон,Гленн Талбот
Финес Мэйсон,Покупатель ГИДРЫ
Финес Мэйсон,Майкл Питерсон
Финес Мэйсон,Эндри Генри
Финес Мэйсон,М. Скотт
Финес Мэйсон,Бенджамин Пойндекстер
Финес Мэйсон,Антуан Триплетт
Финес Мэйсон,Принс
Финес Мэйсон,Синх
Финес Мэйсон,Рокуэлл
Финес Мэйсон,Уитчер
Финес Мэйсон,Обло
Финес Мэйсон,Лютер Бэнкс
Финес Мэйсон,Уилл Дэниелс
Финес Мэйсон,Остин
Финес Мэйсон,Сол Рама
Финес Мэйсон,Майлс Ван Эрт
Финес Мэйсон,Викар
Финес Мэйсон,Мастон-Дар
Финес Мэйсон,Хек-Сел
Финес Мэйсон,Доуг
Финес Мэйсон,Уилл Симпсон
Финес Мэйсон,Натали Рашман
Герман Шульц,Зимний солдат
Герман Шульц,Агент 33
Герман Шульц,Джемма Симмонс
Герман Шульц,Стефани Малик
Герман Шульц,Джозеф
Герман Шульц,Кристиан Блейк
Герман Шульц,Пински
Герман Шульц,Эндри Генри
Герман Шульц,Р. Мур
Герман Шульц,Рэй Надим
Герман Шульц,Митчелл Карсон
Герман Шульц,Антуан Триплетт
Герман Шульц,Даллас Уайатт
Герман Шульц,Вольфганг фон Штрукер
Герман Шульц,Линкольн Кэмпбелл
Герман Шульц,Сэм Кёниг
Герман Шульц,Рик Мэйсон
Герман Шульц,Хирочи
Герман Шульц,Вандо
Герман Шульц,Уилл Дэниелс
Герман Шульц,Фогги Нельсон
Герман Шульц,Томас Ричардс
Герман Шульц,Питер Скарборо
Герман Шульц,Хек-Сел
Герман Шульц,Уильям Джинтер Рива
Герман Шульц,Лесли Хансен
Герман Шульц,Натали Рашман
Герман Шульц,Джек
Джексон Брайс,Майк Вашилл
Джексон Брайс,Спенсер Дженджер
Джексон Брайс,Хайнц Крюгер
Джексон Брайс,Карл Крил
Джексон Брайс,Бриджид О'Рейлли
Джексон Брайс,Д. Андерсон
Джексон Брайс,Пегги Картер
Джексон Брайс,Альфа
Джексон Брайс,Лев Бабиков
Джексон Брайс,Йен
Джексон Брайс,Рокуэлл
Джексон Брайс,Безымянный советник 3
Джексон Брайс,Мус
Джексон Брайс,Билли Кёниг
Джексон Брайс,Сэм Кёниг
Джексон Брайс,Рик Мэйсон
Джексон Брайс,Аито
Джексон Брайс,Железный кулак
Джексон Брайс,Жак Дюшамп
Джексон Брайс,Мэтт Мёрдок
Джексон Брайс,Питер Скарборо
Мария Хилл,Том Вид
Мария Хилл,Спенсер Дженджер
Мария Хилл,Джим Пратт
Мария Хилл,Хаверсон
Мария Хилл,Сара Рассел
Мария Хилл,Говард Старк
Мария Хилл,Джанет ван Дайн
Мария Хилл,Антуан Триплетт
Мария Хилл,Шэрон Картер
Мария Хилл,Пит Боггс
Мария Хилл,Дэвис
Мария Хилл,Гидеон Малик
Мария Хилл,Бёрроус
Мария Хилл,Роско
Мария Хилл,Аито
Мария Хилл,Кинг
Мария Хилл,Алекси
Мария Хилл,Тэйлор
Мария Хилл,Скай
Мария Хилл,Микро
Мария Хилл,Мэтт Мёрдок
Мария Хилл,Минн-Эрва
Мария Хилл,Мастон-Дар
Мария Хилл,Фаулнак
Мария Хилл,Доуг
Мария Хилл,Лесли Хансен
Мария Хилл,Джек
Кэмерон Кляйн,Спенсер Дженджер
Кэмерон Кляйн,Джим Пратт
Кэмерон Кляйн,Джон Гарретт
Кэмерон Кляйн,Санил Бакши
Кэмерон Кляйн,Кибо
Кэмерон Кляйн,Ванда Максимофф
Кэмерон Кляйн,Натаниэль Малик
Кэмерон Кляйн,Колдуэлл
Кэмерон Кляйн,Т. Митчелл
Кэмерон Кляйн,Сара Рассел
Кэмерон Кляйн,Шэрон Картер
Кэмерон Кляйн,Мария Хилл
Кэмерон Кляйн,Виктория Хэнд
Кэмерон Кляйн,Оскар
Кэмерон Кляйн,Даллас Уайатт
Кэмерон Кляйн,Принс
Кэмерон Кляйн,Дэвис
Кэмерон Кляйн,Тревор Хан
Кэмерон Кляйн,Джоуи Гутьеррес
Кэмерон Кляйн,Хаули
Кэмерон Кляйн,Йен
Кэмерон Кляйн,Тони
Кэмерон Кляйн,Лео Фитц
Кэмерон Кляйн,Рик Мэйсон
Кэмерон Кляйн,Хирочи
Кэмерон Кляйн,Вандо
Кэмерон Кляйн,Железный кулак
Кэмерон Кляйн,Вретч
Кэмерон Кляйн,Куинн
Кэмерон Кляйн,Брубакер
Кэмерон Кляйн,Нарблик
Кэмерон Кляйн,Туллк
Кэмерон Кляйн,Палсус
Кэмерон Кляйн,Майлс Ван Эрт
Кэмерон Кляйн,Ронан Обвинитель
Кэмерон Кляйн,Хек-Сел
Кэмерон Кляйн,Гутс Гутерман
Кэмерон Кляйн,Дженис Линкольн
Кэмерон Кляйн,Уилл Симпсон
Димитрий Смердяков,Джемма Симмонс
Димитрий Смердяков,Джон Гарретт
Димитрий Смердяков,Юрий Зайкин
Димитрий Смердяков,Виктор Орлов
Димитрий Смердяков,Ванда Максимофф
Димитрий Смердяков,Столтз
Димитрий Смердяков,Бенджамин Пойндекстер
Димитрий Смердяков,Пегги Картер
Димитрий Смердяков,Хэнк Пим
Димитрий Смердяков,Даллас Уайатт
Димитрий Смердяков,Бобби Морс
Димитрий Смердяков,Йен
Димитрий Смердяков,Лев Бабиков
Димитрий Смердяков,Сэм Кёниг
Димитрий Смердяков,Рик Мэйсон
Димитрий Смердяков,Вандо
Димитрий Смердяков,Гарольд Мичам
Димитрий Смердяков,Кецилий
Димитрий Смердяков,Фогги Нельсон
Димитрий Смердяков,Палсус
Димитрий Смердяков,Н'Джобу
Димитрий Смердяков,Викар
Димитрий Смердяков,Фаулнак
Димитрий Смердяков,Кэрол Денверс/Верс/Капитан Марвел
Димитрий Смердяков,Джек
Швея,Джозеф
Швея,Стив Роджерс
Швея,Говард Старк
Швея,Джанет ван Дайн
Швея,Даллас Уайатт
Швея,Йен
Швея,Безымянный советник 2
Швея,Бёрроус
Швея,Нарблик
Швея,Палсус
Уильям Джинтер Рива,Зимний солдат
Уильям Джинтер Рива,Джон Гарретт
Уильям Джинтер Рива,Люсио
Уильям Джинтер Рива,Ванда Максимофф
Уильям Джинтер Рива,Акила Амадор
Уильям Джинтер Рива,Корбин
Уильям Джинтер Рива,Бриджид О'Рейлли
Уильям Джинтер Рива,Ник Фьюри
Уильям Джинтер Рива,Столтз
Уильям Джинтер Рива,Оскар
Уильям Джинтер Рива,Пит Боггс
Уильям Джинтер Рива,Лев Бабиков
Уильям Джинтер Рива,Гидеон Малик
Уильям Джинтер Рива,Нэтансон
Уильям Джинтер Рива,Бёрроус
Уильям Джинтер Рива,Билли Кёниг
Уильям Джинтер Рива,Лео Фитц
Уильям Джинтер Рива,Уитчер
Уильям Джинтер Рива,Коллин Винг
Уильям Джинтер Рива,Хоруз
Уильям Джинтер Рива,Вретч
Уильям Джинтер Рива,Стар
Уильям Джинтер Рива,Люциан
Уильям Джинтер Рива,Микро
Уильям Джинтер Рива,Томас Ричардс
Уильям Джинтер Рива,Н'Джобу
Уильям Джинтер Рива,Викар
Уильям Джинтер Рива,Фаулнак
Уильям Джинтер Рива,Хек-Сел
Уильям Джинтер Рива,Доктор Кри
Уильям Джинтер Рива,Джери Хогарт
Виктория Сноу,Кибо
Виктория Сноу,Вернер фон Штрукер
Виктория Сноу,Джозеф
Виктория Сноу,Стив Роджерс
Виктория Сноу,Хаверсон
Виктория Сноу,Ник Фьюри
Виктория Сноу,Дэвис
Виктория Сноу,Синх
Виктория Сноу,Лео Фитц
Виктория Сноу,Эйва Старр
Виктория Сноу,Стик
Виктория Сноу,Микро
Виктория Сноу,Уильям Роулинс
Виктория Сноу,Сакас
Виктория Сноу,Корат Преследователь
Виктория Сноу,Фаулнак
Виктория Сноу,Синара
Виктория Сноу,Доктор Кри
Виктория Сноу,Антон Ванко
Виктория Сноу,Розалинд Прайс
Виктория Сноу,Уилл Симпсон
Рэнди Вэйл,Спенсер Дженджер
Рэнди Вэйл,Джим Пратт
Рэнди Вэйл,Агент 33
Рэнди Вэйл,Кибо
Рэнди Вэйл,Антон Иванов
Рэнди Вэйл,Вернер фон Штрукер
Рэнди Вэйл,Гленн Талбот
Рэнди Вэйл,Пьетро Максимофф
Рэнди Вэйл,Майкл Питерсон
Рэнди Вэйл,Эдисон По
Рэнди Вэйл,Т. Митчелл
Рэнди Вэйл,Столтз
Рэнди Вэйл,Рэй Надим
Рэнди Вэйл,Хэнк Пим
Рэнди Вэйл,Митчелл Карсон
Рэнди Вэйл,Александр Пирс
Рэнди Вэйл,Антуан Триплетт
Рэнди Вэйл,Вольфганг фон Штрукер
Рэнди Вэйл,Бёрроус
Рэнди Вэйл,Лео Фитц
Рэнди Вэйл,Эйва Старр
Рэнди Вэйл,Дэймон Келлер
Рэнди Вэйл,Гарольд Мичам
Рэнди Вэйл,Железный кулак
Рэнди Вэйл,Хоруз
Рэнди Вэйл,Обло
Рэнди Вэйл,Лютер Бэнкс
Рэнди Вэйл,Остин
Рэнди Вэйл,Кецилий
Рэнди Вэйл,Сорен
Рэнди Вэйл,Корат Преследователь
Рэнди Вэйл,Фаулнак
Рэнди Вэйл,Хек-Сел
Рэнди Вэйл,Доктор Кри
Рэнди Вэйл,Узман
Мартинекс,Джим Пратт
Мартинекс,Хайнц Крюгер
Мартинекс,Санил Бакши
Мартинекс,Люсио
Мартинекс,Оскар Клемонс
Мартинекс,Пински
Мартинекс,Джанет ван Дайн
Мартинекс,Альфа
Мартинекс,Уитчер
Мартинекс,Обло
Мартинекс,Кецилий
Мартинекс,Дэниэл Драмм
Мартинекс,Хек-Сел
Гутс Гутерман,Том Вид
Гутс Гутерман,Зимний солдат
Гутс Гутерман,Джаспер Ситуэлл
Гутс Гутерман,Колдуэлл
Гутс Гутерман,Бриджид О'Рейлли
Гутс Гутерман,М. Скотт
Гутс Гутерман,Ник Фьюри
Гутс Гутерман,Джеффри Мейс
Гутс Гутерман,Пит Боггс
Гутс Гутерман,Йен
Гутс Гутерман,Мус
Гутс Гутерман,Лео Фитц
Гутс Гутерман,Уитчер
Гутс Гутерман,Хирочи
Гутс Гутерман,Алекси
Гутс Гутерман,Джеф
Гутс Гутерман,Электра
Гутс Гутерман,Стар
Гутс Гутерман,Брубакер
Гутс Гутерман,Скай
Гутс Гутерман,Марси Стал
Гутс Гутерман,Локус
Гутс Гутерман,Корат Преследователь
Гутс Гутерман,Дженис Линкольн
Гутс Гутерман,Лесли Хансен
Гутс Гутерман,Натали Рашман
Дженис Линкольн,Спенсер Дженджер
Дженис Линкольн,Хайнц Крюгер
Дженис Линкольн,Агент 33
Дженис Линкольн,Кирк Фогель
Дженис Линкольн,Юрий Зайкин
Дженис Линкольн,Вернер фон Штрукер
Дженис Линкольн,Майкл Питерсон
Дженис Линкольн,Бен Урих
Дженис Линкольн,Р. Мур
Дженис Линкольн,Сара Рассел
Дженис Линкольн,Столтз
Дженис Линкольн,Джеффри Мейс
Дженис Линкольн,Александр Пирс
Дженис Линкольн,Пит Боггс
Дженис Линкольн,Принс
Дженис Линкольн,Дэймон Келлер
Дженис Линкольн,Гидеон Малик
Дженис Линкольн,Линкольн Кэмпбелл
Дженис Линкольн,Билли Кёниг
Дженис Линкольн,Электра Начиос
Дженис Линкольн,Халф-Нат
Дженис Линкольн,Обло
Дженис Линкольн,Туллк
Дженис Линкольн,Локус
Дженис Линкольн,Томас Ричардс
Дженис Линкольн,Майлс Ван Эрт
Дженис Линкольн,Минн-Эрва
Дженис Линкольн,Фаулнак
Дженис Линкольн,Гутс Гутерман
Дженис Линкольн,Доуг
Дженис Линкольн,Джери Хогарт
Доуг,Джим Пратт
Доуг,Виктор Орлов
Доуг,Гленн Талбот
Доуг,Пьетро Максимофф
Доуг,Натаниэль Малик
Доуг,Рейна
Доуг,Эндри Генри
Доуг,М. Скотт
Доуг,Ник Фьюри
Доуг,Вернон Мастерс
Доуг,Столтз
Доуг,Бенджамин Пойндекстер
Доуг,Виктория Хэнд
Доуг,Безымянный советник 3
Доуг,Нэтансон
Доуг,Эйва Старр
Доуг,Уитчер
Доуг,Кинг
Доуг,Лютер Бэнкс
Доуг,Питер Квилл/Звёздный Лорд
Доуг,Мэтт Мёрдок
Доуг,Карл Мордо
Доуг,Локус
Доуг,Майлс Ван Эрт
Доуг,Антон Ванко
Доуг,Лоренс Уилкинс
Доуг,Натали Рашман
Чёрная вдова,Люсио
Чёрная вдова,Василий Карпов
Чёрная вдова,Эндри Генри
Чёрная вдова,Д. Андерсон
Чёрная вдова,Даллас Уайатт
Чёрная вдова,Джек Роллинс
Чёрная вдова,Джоуи Гутьеррес
Чёрная вдова,Тони
Чёрная вдова,Бёрроус
Чёрная вдова,Хаджу
Чёрная вдова,Фил Колсон
Чёрная вдова,Железный кулак
Чёрная вдова,Питер Квилл/Звёздный Лорд
Чёрная вдова,Стар
Чёрная вдова,Куинн
Чёрная вдова,Сол Рама
Чёрная вдова,Фогги Нельсон
Андрович,Том Вид
Андрович,Джим Пратт
Андрович,Стерн
Андрович,Санил Бакши
Андрович,Майкл Питерсон
Андрович,Эдисон По
Андрович,Натаниэль Малик
Андрович,Кристиан Блейк
Андрович,В'Каби
Андрович,Безымянный советник 2
Андрович,Сэм Кёниг
Андрович,Фил Колсон
Андрович,Рик Мэйсон
Андрович,Кинг
Андрович,Электра Начиос
Андрович,Джейн Томпсон
Андрович,Уилл Дэниелс
Андрович,Брубакер
Андрович,Фогги Нельсон
Андрович,Локус
Андрович,Синара
Андрович,Розалинд Прайс
Андрович,Узман
Андрович,Лесли Хансен
Юрий Зайкин,Майк Вашилл
Юрий Зайкин,Спенсер Дженджер
Юрий Зайкин,Карл Крил
Юрий Зайкин,Кирк Фогель
Юрий Зайкин,Руби Хейл
Юрий Зайкин,Гленн Талбот
Юрий Зайкин,Покупатель ГИДРЫ
Юрий Зайкин,Эдисон По
Юрий Зайкин,Пински
Юрий Зайкин,Хэнк Пим
Юрий Зайкин,Джанет ван Дайн
Юрий Зайкин,Мария Хилл
Юрий Зайкин,Антуан Триплетт
Юрий Зайкин,Альфа
Юрий Зайкин,Пит Боггс
Юрий Зайкин,Хаули
Юрий Зайкин,Синх
Юрий Зайкин,Лев Бабиков
Юрий Зайкин,Мус
Юрий Зайкин,Фокс
Юрий Зайкин,Рик Мэйсон
Юрий Зайкин,Электра Начиос
Юрий Зайкин,Хоруз
Юрий Зайкин,Брал
Юрий Зайкин,Дэниэл Драмм
Юрий Зайкин,Скай
Юрий Зайкин,Мэтт Мёрдок
Юрий Зайкин,Фогги Нельсон
Юрий Зайкин,Касиус
Юрий Зайкин,Хек-Сел
Юрий Зайкин,Виктория Сноу
Юрий Зайкин,Джек
Посол кри,Зимний солдат
Посол кри,Стерн
Посол кри,Джон Гарретт
Посол кри,Юрий Зайкин
Посол кри,Покупатель ГИДРЫ
Посол кри,М. Скотт
Посол кри,Ник Фьюри
Посол кри,Хэнк Пим
Посол кри,Джанет ван Дайн
Посол кри,Митчелл Карсон
Посол кри,Роберт Гонзалес
Посол кри,Дэвис
Посол кри,Синх
Посол кри,Рик Мэйсон
Посол кри,Алекси
Посол кри,Гарольд Мичам
Посол кри,Халф-Нат
Посол кри,Электра
Посол кри,Стар
Посол кри,Нарблик
Посол кри,Корат Преследователь
Посол кри,Доктор Кри
Посол кри,Натали Рашман
Вин-Так,Том Вид
Вин-Так,Джемма Симмонс
Вин-Так,Стефани Малик
Вин-Так,Люсио
Вин-Так,Руби Хейл
Вин-Так,Покупатель ГИДРЫ
Вин-Так,Джозеф
Вин-Так,Вернон Мастерс
Вин-Так,Антуан Триплетт
Вин-Так,Оскар
Вин-Так,Роберт Гонзалес
Вин-Так,Дэвис
Вин-Так,Джоуи Гутьеррес
Вин-Так,Безымянный советник 2
Вин-Так,Антон Иванов
Вин-Так,Нэтансон
Вин-Так,Билли Кёниг
Вин-Так,Хаджу
Вин-Так,Хирочи
Вин-Так,Железный кулак
Вин-Так,Куинн
Вин-Так,Нарблик
Вин-Так,Кецилий
Вин-Так,Томас Ричардс
Вин-Так,Питер Скарборо
Вин-Так,Фаулнак
Вин-Так,Кэрол Денверс/Верс/Капитан Марвел
Вин-Так,Джек
Тарин,Майк Вашилл
Тарин,Льюис Уилсон
Тарин,Бобби Морс
Тарин,Джаспер Ситуэлл
Тарин,Стефани Малик
Тарин,Люсио
Тарин,Василий Карпов
Тарин,Руби Хейл
Тарин,Акила Амадор
Тарин,Майкл Питерсон
Тарин,Пайк
Тарин,М. Скотт
Тарин,Столтз
Тарин,Джеффри Мейс
Тарин,Антуан Триплетт
Тарин,Тревор Хан
Тарин,Лэнс Хантер
